Tag,出现次数,中文描述,权重,类别,类别名称
celestial_object_with_coordinate_system,5,天体  带  坐标  系统,0.0012,,
disease_caused_by_assassination_in_ways_which_appear_natural,5,疾病  导致  by  暗杀  在  ways  which   appear  natural,0.0012,,
ar,4,转,0.001,,
br,4,Br 语气,0.001,,
fi,4,无,0.001,,
gb,4,(单位:千美元),0.001,,
pk,4,页:1,0.001,,
vn,4,页:1,0.001,,
com,4,连线,0.001,,
ksr,4,千斯尔,0.001,,
acre,4,亩,0.001,,
apps,4,应用程序,0.001,,
diet,4,饮食,0.001,,
dish,4,盘子,0.001,,
jack,4,积,0.001,,
jfry,4,贾弗里,0.001,,
toys,4,玩具,0.001,,
burgh,4,头,0.001,,
dance,4,舞会,0.001,,
death,4,死亡人数,0.001,,
films,4,电影,0.001,,
first,4,第一个,0.001,,
hosts,4,主机,0.001,,
india,4,印度语Name,0.001,,
magic,4,魔术,0.001,,
seoul,4,灵魂,0.001,,
tbase,4,基数,0.001,,
change,4,变动,0.001,,
fuvkin,4,富夫金语Name,0.001,,
greece,4,颜色,0.001,,
kaarel,4,卡雷尔,0.001,,
naples,4,内裤,0.001,,
oblast,4,州级,0.001,,
orator,4,显示器,0.001,,
ovtour,4,爱好,0.001,,
topics,4,专题,0.001,,
xleioo,4,x,0.001,,
adopter,4,采纳者,0.001,,
appspot,4,应用程序,0.001,,
blogger,4,博客,0.001,,
charity,4,慈善事业,0.001,,
jihnken,4,强肯,0.001,,
miquael,4,迈克尔,0.001,,
nations,4,国家,0.001,,
ndunham,4,农汉,0.001,,
oclbase,4,缩写,0.001,,
oysters,4,牡蛎,0.001,,
project,4,项目,0.001,,
raiders,4,突袭者,0.001,,
robertm,4,罗伯特,0.001,,
student,4,学生,0.001,,
venkytv,4,风景,0.001,,
writing,4,写作,0.001,,
adidtest,4,测试,0.001,,
biofluid,4,生物流体,0.001,,
birdinfo,4,鸟信息,0.001,,
complete,4,完成,0.001,,
ddammann,4,达曼,0.001,,
instance,4,实例,0.001,,
kilaravi,4,基拉维,0.001,,
magician,4,魔术师,0.001,,
noircity,4,异常,0.001,,
playmate,4,游戏伙伴,0.001,,
ps3games,4,ps3游戏,0.001,,
ushahidi,4,乌海迪,0.001,,
watchmen,4,观察者,0.001,,
archetype,4,旧类型,0.001,,
armstrade,4,军火贸易,0.001,,
candidate,4,候选人,0.001,,
commoning,4,共性,0.001,,
companies,4,企业,0.001,,
doctorwho,4,医生,0.001,,
dsinclair,4,硬币,0.001,,
entourage,4,随行人员,0.001,,
exercises,4,练习,0.001,,
franchise,4,特许权,0.001,,
impostors,4,冒牌货,0.001,,
materials,4,材料,0.001,,
niivgbase,4,单位基数,0.001,,
opposites,4,对立,0.001,,
racehorse,4,赛马,0.001,,
snowboard,4,滑雪板,0.001,,
triathlon,4,三亚马逊,0.001,,
alexcruise,4,弹性,0.001,,
anselmhook,4,阿塞尔姆霍克,0.001,,
atitdatlas,4,地图集,0.001,,
biologydev,4,生物学,0.001,,
cityofbari,4,马里市,0.001,,
hairstyles,4,发型,0.001,,
lewislhart,4,莱斯哈特,0.001,,
metaschema,4,分子计数,0.001,,
realmadrid,4,实录,0.001,,
subculture,4,亚文化,0.001,,
supermodel,4,超级模型,0.001,,
uol_author,4,uol 作者,0.001,,
award_judge,4,裁决 法官,0.001,,
distributor,4,分销商,0.001,,
film_series,4,电影系列,0.001,,
goldenbooks,4,金色书,0.001,,
horseracing,4,赛马,0.001,,
noble_title,4,高级标题( T),0.001,,
programming,4,方案拟订,0.001,,
royal_realm,4,皇家现实,0.001,,
soccer_team,4,足球队,0.001,,
supertopics,4,超专题,0.001,,
us_dominion,4,我们的主控,0.001,,
cuisine_dish,4,烹饪   干,0.001,,
food_product,4,粮食 产品,0.001,,
infinitejest,4,无限欢乐,0.001,,
jambandmusic,4,干扰音乐,0.001,,
mylittlepony,4,我的小马,0.001,,
orbited_body,4,轨道( O),0.001,,
springfields,4,弹簧场,0.001,,
us_territory,4,us 领土,0.001,,
architecture2,4,结构2,0.001,,
crime_accuser,4,犯罪行为( A),0.001,,
crime_suspect,4,犯罪 犯罪嫌疑人,0.001,,
data_provider,4,数据提供者,0.001,,
database_host,4,数据库( H),0.001,,
graphicnovels,4,图形小说,0.001,,
macronutrient,4,宏营养素,0.001,,
movietheatres,4,电影剧场,0.001,,
organizations,4,组织,0.001,,
pokemon_basis,4,插孔基数( B),0.001,,
tallactresses,4,计数器,0.001,,
winning_night,4,获胜夜,0.001,,
aptamer_target,4,普塔默尔 目标,0.001,,
awrinkleintime,4,皱纹时间,0.001,,
christmas_film,4,圣诞节 电影,0.001,,
costume_styles,4,服装( S),0.001,,
dog_coat_color,4,条coat color,0.001,,
exterior_color,4,外部( C),0.001,,
judicial_title,4,司法标题,0.001,,
londontheatres,4,伦敦剧院,0.001,,
nathalieatalla,4,纳塔利亚塔拉,0.001,,
rivers_visited,4,访问河流( V),0.001,,
thesolarsystem,4,系统,0.001,,
campaign_issues,4,活动( I),0.001,,
cn_municipality,4,cn 市镇,0.001,,
cuisineindienne,4,烹饪,0.001,,
honorarydegrees,4,荣誉学位,0.001,,
mobilecomputers,4,移动计算机,0.001,,
performingearth,4,表演土,0.001,,
publisher_extra,4,出版单位 外部,0.001,,
puffinnpolitics,4,泡泡政治学,0.001,,
soccer_position,4,足球位置,0.001,,
source_organism,4,源组织,0.001,,
title_presenter,4,标题( P),0.001,,
tyrranical_boss,4,毒性   boss,0.001,,
aniketpargaonkar,4,"aiketpargaonkar 互联网档案馆的存檔,存档日期2013-12-02.",0.001,,
blogsemportugues,4,博客博客,0.001,,
criminal_offense,4,犯罪,0.001,,
endorsed_product,4,已认可产品( P),0.001,,
environmentalist,4,环保主义者,0.001,,
exhibited_artist,4,显示艺人( T),0.001,,
gossipgirlbroken,4,流言蜚语的女孩,0.001,,
graphic_designer,4,图形设计器,0.001,,
metadata_keyword,4,元数据键字,0.001,,
northern_ireland,4,北爱尔兰语,0.001,,
proposedprojects,4,拟议项目,0.001,,
religious_leader,4,宗教领袖,0.001,,
star_system_body,4,星体( S),0.001,,
the_big_lebowski,4,大的李波斯基语,0.001,,
cfl_football_team,4,cfl  football 团队,0.001,,
coaching_position,4,辅导( P),0.001,,
exercise_programs,4,演练 程序,0.001,,
jewishcommunities,4,犹太社区,0.001,,
liveuspoliticians,4,生活政治主义者,0.001,,
mythical_creature,4,虚构小说( C),0.001,,
natural_satellite,4,自然卫星,0.001,,
theater_character,4,剧场( C),0.001,,
astrologicalplanet,4,占星图,0.001,,
gift_card_category,4,天赋( C),0.001,,
places_i_have_been,4,区域( I),0.001,,
political_prisoner,4,政治犯,0.001,,
product_ingredient,4,产品认证,0.001,,
religious_practice,4,宗教实践,0.001,,
stimulus_requester,4,刺激  请求器,0.001,,
burlesque_performer,4,卷轴( P),0.001,,
cinemainspectortest,4,电影监督员,0.001,,
collaboration_topic,4,协作 专题,0.001,,
concert_performance,4,音乐会( P),0.001,,
dietary_restriction,4,饮食限制,0.001,,
fraternity_sorority,4,友爱联盟,0.001,,
marriage_union_type,4,婚姻  工会  类型,0.001,,
recreational_sports,4,娱乐( S),0.001,,
thing_of_many_names,4,名称( M),0.001,,
comedy_group_founder,4,喜剧  组  创始人,0.001,,
political_philosophy,4,政治哲学,0.001,,
ranked_list_compiler,4,排序( L) 编译器,0.001,,
transit_service_type,4,中转 服务 类型,0.001,,
accommodation_feature,4,住处( F),0.001,,
american_indian_group,4,美洲   印地语  组,0.001,,
comic_strip_character,4,连环画   字符,0.001,,
common_sense_organism,4,常识  组织,0.001,,
film_festival_sponsor,4,电影 节日 赞助商,0.001,,
legislative_committee,4,立法委员会,0.001,,
petsupplyandaccessory,4,宠物供应和获得,0.001,,
reality_tv_contestant,4,现实( T),0.001,,
shopping_center_owner,4,购买中心  拥有者,0.001,,
clique_hub_personality,4,类型 hub 个性,0.001,,
electronicprogramguide,4,电子程序指南,0.001,,
football_team_canadian,4,足球 队 加拿大人,0.001,,
star_system_body_extra,4,恒星 系统 体 体外,0.001,,
uk_constituent_country,4,uk 组成 国家,0.001,,
chivalric_order_founder,4,骑士  命令  创建者,0.001,,
embroidery_service_type,4,刺绣  服务  类型,0.001,,
environmental_modelling,4,环境建模,0.001,,
nationalbridgeinventory,4,国家桥梁库存,0.001,,
nuclear_reactor_coolant,4,核反应堆 冷却剂,0.001,,
pennsylvania_state_navy,4,宾西法尼亚  状态  导航,0.001,,
astronomical_observatory,4,天文观测站,0.001,,
coronationofgeorgevi1937,4,日冕日记1937年,0.001,,
computer_user_group_focus,4,计算机 用户 组 焦点,0.001,,
vice_presidential_nominee,4,副总统  空缺,0.001,,
web_host_operating_system,4,网络( H),0.001,,
content_management_service,4,内容  管理  服务,0.001,,
report_issuing_institution,4,报表( I),0.001,,
lead_agency_or_organization,4,领导 机构 或 组织,0.001,,
audio_equipment_manufacturer,4,音频 设备 制造商,0.001,,
bbc_natural_history_category,4,bbc 自然 历史 类,0.001,,
database_financial_supporter,4,数据库( F),0.001,,
pinball_machine_manufacturer,4,弹球 机器 制造商,0.001,,
thoroughbred_racehorse_owner,4,纯种马( R),0.001,,
comic_book_fictional_universe,4,漫画 书 小说 单曲,0.001,,
programming_language_designer,4,编程  语言  设计器,0.001,,
theearlytravellersandvoyagers,4,早期旅行家们,0.001,,
highschoolmusical3nosanneslyce,4,高中音乐3nosanslyce,0.001,,
entity_appearing_in_media_asset,4,实体   出现在  介质  资产,0.001,,
disney_product_distribution_venue,4,diney 产物 分发 收益,0.001,,
symbol_of_administrative_division,4,符号  行政区划,0.001,,
computationalscienceandengineering,4,计算科学与工程,0.001,,
natural_or_cultural_preservation_agency,4,自然 或 文化 保护 机构,0.001,,
united_states_federal_executive_department,4,联合州 联邦州 行政部门,0.001,,
mineral_water_and_mineral_springs_in_the_usa,4,矿泉水 和 矿泉水 在 苏萨,0.001,,
gr,3,灰点,0.0007,,
ma,3,马,0.0007,,
ua,3,乌亚,0.0007,,
za,3,扎尔,0.0007,,
api,3,辅助,0.0007,,
atom,3,原子,0.0007,,
idol,3,偶像,0.0007,,
kryp,3,克里普语Name,0.0007,,
make,3,生产,0.0007,,
qili,3,齐利,0.0007,,
type,3,类型,0.0007,,
alonm,3,缩写,0.0007,,
bread,3,面包,0.0007,,
buxul,3,布卢尔,0.0007,,
cause,3,原因,0.0007,,
diets,3,饮食,0.0007,,
folia,3,福利亚,0.0007,,
hobby,3,爱好,0.0007,,
issue,3,问题,0.0007,,
macre,3,母亲,0.0007,,
mst3k,3,mst3k 时间轴,0.0007,,
ocean,3,海洋,0.0007,,
test2,3,测试2,0.0007,,
twins,3,双胞胎,0.0007,,
words,3,单词,0.0007,,
zeusi,3,ze西,0.0007,,
aditya,3,独立a,0.0007,,
circus,3,马戏团,0.0007,,
danboo,3,dan,0.0007,,
dancer,3,舞者们,0.0007,,
films2,3,电影2,0.0007,,
hotels,3,旅馆,0.0007,,
mosaic,3,镶嵌,0.0007,,
retail,3,零售,0.0007,,
sample,3,样本,0.0007,,
tactic,3,战术,0.0007,,
theory,3,理论,0.0007,,
tvfotc,3,tvfotc 数据,0.0007,,
beatnik,3,贝特尼克,0.0007,,
drseuss,3,rse,0.0007,,
fossils,3,化石,0.0007,,
gayporn,3,同性恋,0.0007,,
gr_city,3,灰点( C),0.0007,,
jeannie,3,简妮,0.0007,,
lbwelch,3,树脂,0.0007,,
libreas,3,自由主义,0.0007,,
markets,3,市场,0.0007,,
mhagele,3,毫叶草,0.0007,,
mheller,3,麦勒,0.0007,,
montana,3,蒙塔纳,0.0007,,
planets,3,行星,0.0007,,
predict,3,预测,0.0007,,
private,3,私营,0.0007,,
romania,3,罗马尼亚,0.0007,,
service,3,服务,0.0007,,
species,3,物种,0.0007,,
state12,3,状态 12,0.0007,,
vtalwar,3,战争,0.0007,,
weapons,3,武器,0.0007,,
zionism,3,锡安主义,0.0007,,
alphabet,3,字母表,0.0007,,
attacker,3,攻击者,0.0007,,
bamberg1,3,汉堡1,0.0007,,
bdnabase,3,基地,0.0007,,
brewpubs,3,酿酒,0.0007,,
codeflow,3,代码流,0.0007,,
dminkley,3,德明克利语Name,0.0007,,
employee,3,雇员,0.0007,,
ffsquare,3,宽度,0.0007,,
football,3,橄榄球,0.0007,,
formula1,3,公式1 语法,0.0007,,
identity,3,身份,0.0007,,
imdbbase,3,属性,0.0007,,
ischools,3,学校,0.0007,,
lodcloud,3,摇篮,0.0007,,
magazine,3,杂志,0.0007,,
triggers,3,触发,0.0007,,
audrey_31,3,audrey 31 (英语).,0.0007,,
campaigns,3,运动,0.0007,,
crew_role,3,乘员( R),0.0007,,
italiantv,3,意大利语,0.0007,,
koreanwar,3,大韩民国,0.0007,,
mediawiki,3,媒体wiki,0.0007,,
melomania,3,墨西哥,0.0007,,
movements,3,流动,0.0007,,
mythology,3,神话,0.0007,,
nutrition,3,营养,0.0007,,
pantheons,3,泛天线,0.0007,,
singapore,3,歌词,0.0007,,
bookstores,3,书店,0.0007,,
dead_by_40,3,死时  40,0.0007,,
foursquare,3,四平方圆,0.0007,,
motorcycle,3,摩托车,0.0007,,
paincrisis,3,疼痛危机,0.0007,,
paul_houle,3,保罗胡尔,0.0007,,
sexual_act,3,性动作( A),0.0007,,
surf_break,3,冲浪( B),0.0007,,
yoganandan,3,瑜伽南丹语,0.0007,,
collegeprep,3,大学预科,0.0007,,
dance_style,3,舞风,0.0007,,
event_class,3,事件 类,0.0007,,
file_format,3,文件格式,0.0007,,
film_critic,3,电影   批评,0.0007,,
in_district,3,地区,0.0007,,
interviewee,3,受访者,0.0007,,
park_system,3,park 系统,0.0007,,
publication,3,出版物,0.0007,,
real_person,3,真实人物,0.0007,,
sovereignty,3,主权,0.0007,,
sport_medal,3,运动( M),0.0007,,
superheroes,3,超级英雄,0.0007,,
team_roster,3,团队( R),0.0007,,
vampirehigh,3,吸血鬼高处,0.0007,,
ca_territory,3,ca 领土,0.0007,,
centenarians,3,百岁,0.0007,,
editor_title,3,编辑器( T),0.0007,,
ethnic_group,3,种族,0.0007,,
geektastique,3,奇特的调味品,0.0007,,
italianbooks,3,意大利图书,0.0007,,
manufacturer,3,制造商,0.0007,,
mediapackage,3,媒体包装,0.0007,,
moviereviews,3,电影审查,0.0007,,
music_artist,3,音乐 艺术家,0.0007,,
opera_singer,3,歌剧唱家,0.0007,,
registrosvoz,3,登记,0.0007,,
rfid_company,3,rfid company (中文(简体) ).,0.0007,,
sementic_web,3,固态  网络,0.0007,,
skilled_role,3,技术作用,0.0007,,
storytelling,3,讲故事,0.0007,,
tourdefrance,3,旅游障碍,0.0007,,
universities,3,大学,0.0007,,
urbanlegends,3,城市群,0.0007,,
uspolitician,3,巫师,0.0007,,
ad_spot_actor,3,ad spot 显示器,0.0007,,
basebase1base,3,基础1 基础,0.0007,,
feed_category,3,feed 分类,0.0007,,
food_additive,3,食物添加,0.0007,,
hoax_location,3,骗局位置,0.0007,,
impressionism,3,印象主义,0.0007,,
mathematician,3,数学家,0.0007,,
olympic_medal,3,奥林匹克 medal,0.0007,,
retail_outlet,3,零售( O),0.0007,,
revolutionary,3,革命主义,0.0007,,
salzburgnight,3,萨尔茨堡之夜,0.0007,,
semanticnames,3,语义名称,0.0007,,
verrecarnaval,3,阴道导航,0.0007,,
cabinet_member,3,内阁 成员,0.0007,,
digitalcameras,3,数码相机,0.0007,,
exoplanetology,3,外行星学,0.0007,,
gh_focus_areas,3,gh 焦点 区域,0.0007,,
greeneducation,3,绿色教育,0.0007,,
hotel_operator,3,酒店运营商( O),0.0007,,
kurtsmusikbase,3,库茨穆斯基基地,0.0007,,
mined_material,3,已雷区  材料,0.0007,,
onewayshopping,3,单程购物,0.0007,,
psychoanalysis,3,心理分析,0.0007,,
uoa_technology,3,uoa 技术,0.0007,,
abbeysofbritain,3,修道院牧师,0.0007,,
athletics_medal,3,运动员 医学,0.0007,,
chivalric_title,3,骑士 标题,0.0007,,
executed_person,3,已执行( P),0.0007,,
facetedbrowsing,3,面部浏览,0.0007,,
federal_subject,3,联邦主题,0.0007,,
findbandmembers,3,查找带成员,0.0007,,
football_league,3,足球联盟,0.0007,,
founding_figure,3,创建( F),0.0007,,
homesteadstrike,3,家庭补贴,0.0007,,
language_family,3,语言   家族,0.0007,,
large_dog_breed,3,大狗  繁殖,0.0007,,
martijnweghorst,3,马尔蒂耶恩韦格斯特,0.0007,,
religious_order,3,宗教顺序,0.0007,,
translated_work,3,翻译( W),0.0007,,
vehicles_parked,3,已停用车辆( P),0.0007,,
airline_alliance,3,航空公司( Alliance),0.0007,,
article_category,3,项 类别,0.0007,,
cabinet_position,3,内阁( P),0.0007,,
cocktail_garnish,3,鸡尾酒,0.0007,,
convention_venue,3,公约,0.0007,,
crown_dependency,3,冠依赖( D),0.0007,,
engineering_firm,3,工程学   公司,0.0007,,
fictional_object,3,虚构对象( O),0.0007,,
ikariam_research,3,ikariam  研究( R),0.0007,,
language_dialect,3,语言( D),0.0007,,
moviemotel_title,3,电影机 标题,0.0007,,
place_of_worship,3,错误位置( O),0.0007,,
recordingstudios,3,录音,0.0007,,
school_tradition,3,学校 传统,0.0007,,
architecture_firm,3,结构( F):,0.0007,,
californiahistory,3,加利福尼亚历史,0.0007,,
campaign_location,3,活动位置( S),0.0007,,
christianrapmusic,3,克里斯蒂安拉普音乐,0.0007,,
citizenjournalism,3,公民记者,0.0007,,
comic_book_editor,3,漫画 书本编辑器,0.0007,,
fairy_tale_origin,3,童话( T),0.0007,,
musician_products,3,音乐家 产品,0.0007,,
school_of_thought,3,预想学校( O),0.0007,,
service_clientele,3,服务( C),0.0007,,
songforallseasons,3,歌唱所有季节,0.0007,,
sport_club_player,3,运动 俱乐部 玩家,0.0007,,
tonyfranksbuckley,3,托尼·弗兰克斯布基,0.0007,,
acoustic_guitarist,3,声学   吉他,0.0007,,
adjectified_entity,3,标注的 实体,0.0007,,
cheese_milk_source,3,奶酪 牛奶 来源,0.0007,,
drug_dosage_flavor,3,药物( D),0.0007,,
engineering_person,3,工程学   人物,0.0007,,
photographed_event,3,图片事件( V),0.0007,,
state_of_emergency,3,状态( E),0.0007,,
subject_of_protest,3,标的( O),0.0007,,
thenightthatsleeps,3,睡觉的夜晚,0.0007,,
voting_stat_region,3,投票( stat 区域),0.0007,,
camera_manufacturer,3,相机制造商( M),0.0007,,
christmas_character,3,圣诞节( C),0.0007,,
comic_book_colorist,3,漫画   book colorist,0.0007,,
comic_book_letterer,3,漫画   书本  字母,0.0007,,
defunct_sports_team,3,已停用( S),0.0007,,
meeting_participant,3,会话( P),0.0007,,
mobile_phone_region,3,移动 手机 区域,0.0007,,
mythological_system,3,神话系统,0.0007,,
neolithicingredient,3,新石器,0.0007,,
rocket_manufacturer,3,火箭制造器,0.0007,,
sports_championship,3,运动车牌,0.0007,,
uk_crown_dependency,3,uk crown 依赖性,0.0007,,
award_category_extra,3,授予 类别 外部,0.0007,,
extended_institution,3,扩展机构( I),0.0007,,
mobile_phone_carrier,3,移动电话   载体,0.0007,,
semantichistoryofart,3,长篇小说,0.0007,,
trypanophobic_person,3,切换恐惧( P),0.0007,,
computer_crime_victim,3,计算机 犯罪 受害人,0.0007,,
favorite_sports_teams,3,最喜欢的   运动  团队,0.0007,,
football_team_manager,3,足球   团队  管理器,0.0007,,
informationtechnology,3,信息技术,0.0007,,
medical_trial_sponsor,3,医疗   审判  赞助者,0.0007,,
nonprofitorganization,3,非营利组织,0.0007,,
professional_wrestler,3,专业,0.0007,,
solo_wrestler_or_team,3,独奏器  或团队,0.0007,,
space_program_sponsor,3,空间  程序  发起人,0.0007,,
congressional_district,3,国会,0.0007,,
engineering_discipline,3,工程学 学科,0.0007,,
equestrian_disciplines,3,马术 纪律,0.0007,,
former_german_colonies,3,前殖民地( G),0.0007,,
german_political_party,3,德国 政治 政党,0.0007,,
headphone_manufacturer,3,耳机 制造商,0.0007,,
ice_skating_activities,3,滑冰 活动,0.0007,,
presidential_candidate,3,总统日期( C),0.0007,,
breakfast_cereal_flavor,3,早餐( cereal flood),0.0007,,
chemical_classification,3,化学   分类,0.0007,,
construction_cost_items,3,构造 成本 项目,0.0007,,
former_italian_colonies,3,前殖民地( T),0.0007,,
knowledgebasepublishing,3,知识库出版,0.0007,,
meaning_of_notable_word,3,意指 of notable word 语句,0.0007,,
michiganlakesandstreams,3,michiganlakes和流线,0.0007,,
possible_cabinet_member,3,可能( cabinet) 成员,0.0007,,
internet_video_character,3,互联网 视频 字符,0.0007,,
military_award_recipient,3,军事( A),0.0007,,
military_rank_in_fiction,3,军事( R),0.0007,,
bicycle_model_typical_use,3,自行车 模型 典型 使用,0.0007,,
environmental_issue_cause,3,环境问题 原因,0.0007,,
location_with_mains_power,3,位置( W),0.0007,,
olympic_event_competition,3,奥林匹克  活动  竞争,0.0007,,
user_of_banned_substances,3,用户( O),0.0007,,
architecture_firm_partners,3,架构( w),0.0007,,
camera_sensor_manufacturer,3,相机 传感器 制造商,0.0007,,
financial_support_provider,3,财务   支持  提供者,0.0007,,
internet_video_broadcaster,3,互联网 影音 广电机,0.0007,,
house_committee_chairperson,3,居室 委员会 主席,0.0007,,
olympic_medal_demonstration,3,奥林匹克 medal 演示,0.0007,,
type_of_public_presentation,3,类型( P),0.0007,,
beauty_school_field_of_study,3,美丽  学校  田  学习,0.0007,,
completer_of_unfinished_work,3,完成者 of 未完成 工作,0.0007,,
hybrid_parent_classification,3,混合  父母  分类,0.0007,,
sexually_transmitted_disease,3,性传染  疾病,0.0007,,
type_of_movie_theatre_cinema,3,类型( M),0.0007,,
dictionaryofoccupationaltitles,3,职业名称词典,0.0007,,
type_of_planetographic_feature,3,类型( O),0.0007,,
virtualheliosphericobservatory,3,虚拟地层观测站,0.0007,,
location_represented_in_fiction,3,位置  代表  虚构,0.0007,,
things_i_wish_i_knew_more_about,3,东西 i wish i knew more  about,0.0007,,
locarnointernationalfilmfestival,3,国际电影节,0.0007,,
public_figure_on_medical_treatment,3,公立 图解 就诊 医疗 治疗,0.0007,,
special_music_video_performance_type,3,特殊 音乐 视频 性能 类型,0.0007,,
former_dutch_colonies_and_protectorates,3,前   荷兰语   殖民地   和   保护,0.0007,,
independent_agency_of_the_united_states_government,3,独立机构( O),0.0007,,
o,2,(单位:千美元),0.0005,,
x,2,页:1,0.0005,,
ae,2,ae (单位),0.0005,,
az,2,az 数字,0.0005,,
bg,2,(单位:千美元),0.0005,,
cz,2,页:1,0.0005,,
ee,2,ee 语,0.0005,,
es,2,对,0.0005,,
kh,2,kh,0.0005,,
lt,2,专辑,0.0005,,
pr,2,比较,0.0005,,
sy,2,编号,0.0005,,
tw,2,tw,0.0005,,
zw,2,兹瓦,0.0005,,
awa,2,阿华,0.0005,,
dme,2,me,0.0005,,
era,2,时代,0.0005,,
cmax,2,码数,0.0005,,
dogs,2,狗类,0.0005,,
moon,2,月球,0.0005,,
star,2,星号,0.0005,,
test,2,测试,0.0005,,
alanl,2,阿兰尔,0.0005,,
alecf,2,参考文献,0.0005,,
bobby,2,鲍比,0.0005,,
dalan,2,达兰,0.0005,,
deity,2,圣灵,0.0005,,
facet,2,侧,0.0005,,
fires,2,火灾,0.0005,,
flash,2,闪光,0.0005,,
guest,2,来宾,0.0005,,
horse,2,马,0.0005,,
husso,2,胡苏,0.0005,,
ndbcd,2,数字,0.0005,,
synch,2,同步,0.0005,,
tadhg,2,塔达克,0.0005,,
adbase,2,备注,0.0005,,
bintro,2,二进制,0.0005,,
brands,2,品牌,0.0005,,
camden,2,凸轮,0.0005,,
church,2,教会,0.0005,,
civics,2,公民,0.0005,,
ckeene,2,ene,0.0005,,
coffee,2,咖啡 谢谢,0.0005,,
colors,2,颜色,0.0005,,
config,2,配置,0.0005,,
diviks,2,数字,0.0005,,
drinks,2,饮料,0.0005,,
dubble,2,虚构,0.0005,,
gommit,2,闪电,0.0005,,
gromul,2,gro,0.0005,,
horses,2,马,0.0005,,
jerols,2,耶稣会,0.0005,,
johnbr,2,约翰布,0.0005,,
jsbach,2,乔斯巴赫,0.0005,,
kauzmo,2,卡乌兹莫,0.0005,,
lastfm,2,持续时间,0.0005,,
laurea,2,荣誉,0.0005,,
mbmuhr,2,毫布穆尔,0.0005,,
motive,2,动机,0.0005,,
mr_kav,2,卡维先生,0.0005,,
myhoby,2,我亲爱的,0.0005,,
name_1,2,名称  1,0.0005,,
neutra,2,中微子,0.0005,,
searle,2,锡尔,0.0005,,
shomoa,2,sh,0.0005,,
skiing,2,滑雪,0.0005,,
symbol,2,符号,0.0005,,
teeler,2,泰勒语Name,0.0005,,
urania,2,乌兰尼亚,0.0005,,
vgames,2,游戏,0.0005,,
weapon,2,武器,0.0005,,
xebidy,2,摇摆,0.0005,,
amateur,2,业余,0.0005,,
bamberg,2,汉堡,0.0005,,
bridges,2,桥,0.0005,,
chicago,2,芝加哥语,0.0005,,
crmbase,2,基础,0.0005,,
davidar,2,达维达尔,0.0005,,
emirate,2,酋长国,0.0005,,
epitron,2,缩写,0.0005,,
geology,2,地质学,0.0005,,
germany,2,德国,0.0005,,
harmeen,2,伤害,0.0005,,
hoaxter,2,骗局,0.0005,,
inktest,2,墨水测试,0.0005,,
lawbase,2,法律依据,0.0005,,
mangala,2,曼加拉语Name,0.0005,,
omnipop,2,弹幕,0.0005,,
people1,2,人员1,0.0005,,
pittbug,2,鼠标,0.0005,,
process,2,进程,0.0005,,
rocket2,2,火箭2,0.0005,,
running,2,运行,0.0005,,
secondi,2,二级,0.0005,,
seekers,2,寻求者,0.0005,,
signage,2,符号,0.0005,,
srkbase,2,浅滩,0.0005,,
support,2,支助,0.0005,,
tallest,2,最高点,0.0005,,
tallinn,2,塔林语Name,0.0005,,
topgear,2,顶盖,0.0005,,
tunnels,2,隧道,0.0005,,
vakkern,2,瓦肯语Name,0.0005,,
yesraaj,2,亚拉艾,0.0005,,
zoabase,2,佐阿基地,0.0005,,
aquanaut,2,方纳,0.0005,,
art_form,2,艺术形式( F),0.0005,,
autobase,2,自动基地,0.0005,,
br_state,2,br 状态,0.0005,,
broccoli,2,西兰花,0.0005,,
ceowomen,2,妇女,0.0005,,
chemplus,2,化学加,0.0005,,
congress,2,大会,0.0005,,
crestico,2,丝绸,0.0005,,
dchudchu,2,chu,0.0005,,
elements,2,要素,0.0005,,
endorsee,2,认可,0.0005,,
freebass,2,免费,0.0005,,
handball,2,手球,0.0005,,
hedgehog,2,刺绣,0.0005,,
mladraft,2,壁画,0.0005,,
mybase11,2,我的基地11,0.0005,,
nasagcmd,2,纳萨格cmd,0.0005,,
nintendo,2,任天堂,0.0005,,
novelist,2,小说家,0.0005,,
opposite,2,相对,0.0005,,
organism,2,有机体,0.0005,,
popstra8,2,流行音乐8,0.0005,,
position,2,职位,0.0005,,
raumohir,2,罗莫希尔,0.0005,,
research,2,研究,0.0005,,
rubylabs,2,红宝石,0.0005,,
rvijbase,2,rvijbase (英语).,0.0005,,
sbsummer,2,夏令时,0.0005,,
schnuffi,2,s,0.0005,,
sdnabase,2,标准,0.0005,,
sentence,2,句子,0.0005,,
supernet,2,超级网,0.0005,,
susanfsu,2,苏桑夫苏,0.0005,,
textiles,2,纺织品,0.0005,,
thestate,2,状态,0.0005,,
vicebase,2,副基地,0.0005,,
yangzhou,2,扬州,0.0005,,
Computers,2,计算机,0.0005,,
adherents,2,追随者,0.0005,,
alter_ego,2,变换ego,0.0005,,
anarchism,2,无政府主义,0.0005,,
appointee,2,被任命者,0.0005,,
arasmuzic,2,阿拉斯穆齐奇语Name,0.0005,,
bollywood,2,宝莱坞,0.0005,,
bowlgames,2,碗游戏,0.0005,,
carebears,2,照顾者,0.0005,,
community,2,社区,0.0005,,
database3,2,数据库3,0.0005,,
execution,2,执行,0.0005,,
feudalism,2,封建主义,0.0005,,
